=> [0] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3993] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3994] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3995] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4002] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4013] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4024] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4035] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4036] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4037] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4038] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4039] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4040] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4046] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4052] [1.9392493540937306E-4, 0.9594713168071809] == [1.0, 0.0]
=> [4056] [5.5001049591663076E-5, 0.9998418605777963] == [1.0, 0.0]
=> [4058] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4059] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4060] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4061] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4062] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4063] [1.5504883718542306E-5, 0.9999909125397003] == [1.0, 0.0]
=> [4064] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4065] [1.5504883925820945E-5, 0.9999909125393642] == [1.0, 0.0]
=> [4066] [1.5504897495632886E-5, 0.9999909125043258] == [1.0, 0.0]
=> [4069] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4070] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4071] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4072] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4073] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4074] [1.393161079199512E-5, 0.9999886992890745] == [1.0, 0.0]
=> [4075] [4.241370644142428E-7, 0.9289983652278643] == [1.0, 0.0]
=> [4076] [1.4205822990054351E-5, 0.9999871432354717] == [1.0, 0.0]
=> [4077] [1.1176704521331793E-6, 0.9741659475831926] == [1.0, 0.0]
=> [4078] [1.468614050814665E-5, 0.9999903703443935] == [1.0, 0.0]
=> [4085] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4086] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4087] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4088] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4089] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4091] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4092] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4093] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4094] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4095] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4120] [4.048138113610378E-8, 0.004955156975074149] == [1.0, 0.0]
=> [4123] [3.8100207877533876E-8, 0.002735513662156408] == [1.0, 0.0]
=> [4143] [1.8388699507099204E-5, 0.9999826976062578] == [1.0, 0.0]
=> [4145] [1.5546173403269137E-5, 0.9999906366176108] == [1.0, 0.0]
=> [4147] [1.5504138398403366E-5, 0.9999909122806716] == [1.0, 0.0]
=> [4148] [1.5157554820011132E-5, 0.9999905734138623] == [1.0, 0.0]
=> [4149] [1.5452923619818648E-5, 0.9999906873520461] == [1.0, 0.0]
=> [4150] [1.5200266265280593E-5, 0.9999897357318192] == [1.0, 0.0]
=> [4151] [4.319277783215725E-7, 0.985598451951861] == [1.0, 0.0]
=> [4152] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4153] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4154] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4155] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4156] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4196] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4197] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4198] [1.550488371926395E-5, 0.9999909125397339] == [1.0, 0.0]
=> [4199] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4200] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4202] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4203] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4204] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4205] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4206] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4213] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4214] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4215] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4216] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4217] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4218] [1.5504883568551175E-5, 0.9999909125389531] == [1.0, 0.0]
=> [4219] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4220] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4221] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4222] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4224] [1.550488349355561E-5, 0.9999909125354611] == [1.0, 0.0]
=> [4235] [1.5560893604160686E-5, 0.9999908223404728] == [1.0, 0.0]
=> [4257] [1.5504879030292518E-5, 0.9999909125068072] == [1.0, 0.0]
=> [4268] [1.5504893717155355E-5, 0.9999909125309454] == [1.0, 0.0]
=> [4269] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4270] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4271] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4272] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4273] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4274] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4275] [1.550488371776515E-5, 0.9999909125397306] == [1.0, 0.0]
=> [4276] [1.369081994867516E-5, 0.9999308124150366] == [1.0, 0.0]
=> [4278] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4280] [1.551044302072757E-5, 0.9999909026706848] == [1.0, 0.0]
=> [4281] [1.809038263894669E-5, 0.9999874170821628] == [1.0, 0.0]
=> [4282] [1.55673625373276E-5, 0.9999908556445573] == [1.0, 0.0]
=> [4283] [1.551132542343403E-5, 0.9999908921910848] == [1.0, 0.0]
=> [4284] [1.5504883799366542E-5, 0.9999909125394546] == [1.0, 0.0]
=> [4329] [6.264710594988676E-5, 0.9758802850918131] == [1.0, 0.0]
=> [4330] [1.718266291689252E-5, 0.9999369016625919] == [1.0, 0.0]
=> [4331] [1.5544546172474583E-5, 0.9999906711165987] == [1.0, 0.0]
=> [4332] [5.766138571722257E-5, 0.9497581144631906] == [1.0, 0.0]
=> [4333] [2.1154199963735465E-5, 0.9998543816282901] == [1.0, 0.0]
=> [4335] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4336] [1.418592286267506E-5, 0.9999889717718575] == [1.0, 0.0]
=> [4337] [1.2764122156616597E-5, 0.9999830276538317] == [1.0, 0.0]
=> [4338] [1.1933257157925592E-5, 0.9999756908259043] == [1.0, 0.0]
=> [4339] [1.550476723338745E-5, 0.99999091243357] == [1.0, 0.0]
=> [4340] [6.141447056462468E-8, 0.099403249733372] == [1.0, 0.0]
=> [4346] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4348] [1.2371629674046147E-5, 0.9999283245127866] == [1.0, 0.0]
=> [4350] [5.2280084212319444E-6, 0.9985233287525817] == [1.0, 0.0]
=> [4357] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4363] [1.5503624300972074E-5, 0.9999909098222204] == [1.0, 0.0]
=> [4364] [1.5503624300972074E-5, 0.9999909098222204] == [1.0, 0.0]
=> [4366] [5.9130993714795466E-6, 0.006181274881892018] == [1.0, 0.0]
=> [4367] [1.550486008849994E-5, 0.9999909124580961] == [1.0, 0.0]
=> [4368] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4374] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4375] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4376] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4377] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4378] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4379] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4385] [1.5238559461616674E-5, 0.9999901502488788] == [1.0, 0.0]
=> [4386] [1.5498122861834496E-5, 0.99999088078113] == [1.0, 0.0]
=> [4387] [1.550488371865333E-5, 0.9999909125397277] == [1.0, 0.0]
=> [4388] [1.55015861656449E-5, 0.9999907608724783] == [1.0, 0.0]
=> [4389] [8.789043501550298E-5, 0.11480371488500207] == [1.0, 0.0]
=> [4396] [1.5504882748651472E-5, 0.9999909125389701] == [1.0, 0.0]
=> [4397] [1.5504880261807408E-5, 0.9999909125343382] == [1.0, 0.0]
=> [4398] [1.5504883719430484E-5, 0.9999909125397333] == [1.0, 0.0]
=> [4399] [1.550065741967588E-5, 0.9999908300078828] == [1.0, 0.0]
=> [4400] [1.5504883718597817E-5, 0.9999909125397285] == [1.0, 0.0]
=> [4407] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4408] [1.5504882768635486E-5, 0.9999909125220865] == [1.0, 0.0]
=> [4409] [1.550488371920844E-5, 0.999990912539734] == [1.0, 0.0]
=> [4410] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4411] [1.5504882515393614E-5, 0.9999909125363062] == [1.0, 0.0]
=> [4424] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4425] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4426] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4427] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4428] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4435] [1.544572764661245E-5, 0.9999905016019814] == [1.0, 0.0]
=> [4436] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4437] [1.538603276635131E-5, 0.9999783967946623] == [1.0, 0.0]
=> [4438] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4439] [1.550486186779887E-5, 0.999990912507166] == [1.0, 0.0]
=> [4448] [1.5505694806350334E-5, 0.999990904908117] == [1.0, 0.0]
=> [4449] [1.3770506282262396E-5, 0.9999559922828807] == [1.0, 0.0]
=> [4450] [1.4729303181582054E-5, 0.9999880170738993] == [1.0, 0.0]
=> [4451] [1.5504559910117788E-5, 0.999990908587181] == [1.0, 0.0]
=> [4452] [1.4632936229219684E-5, 0.9999783216322322] == [1.0, 0.0]
=> [4453] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4454] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4455] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4456] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4457] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4464] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4465] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4466] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4467] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4468] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4470] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4471] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4472] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4473] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4474] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4486] [1.5508618242066063E-5, 0.9999909058392963] == [1.0, 0.0]
=> [4487] [1.5525818731931817E-5, 0.9999908174229295] == [1.0, 0.0]
=> [4488] [1.5505029544615745E-5, 0.9999909117600119] == [1.0, 0.0]
=> [4489] [1.5504883719430484E-5, 0.9999909125397329] == [1.0, 0.0]
=> [4508] [1.423310324361049E-5, 0.9999893304973665] == [1.0, 0.0]
=> [4509] [1.55048780216549E-5, 0.9999909125391095] == [1.0, 0.0]
=> [4510] [1.5489674148272403E-5, 0.9999908549448602] == [1.0, 0.0]
=> [4511] [1.5504882890426952E-5, 0.9999909125387774] == [1.0, 0.0]
=> [4512] [1.5504624222117958E-5, 0.9999909124973339] == [1.0, 0.0]
=> [4558] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4559] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4560] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4561] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4562] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4563] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4569] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4580] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4581] [1.3424772829340181E-5, 0.9999876993985315] == [1.0, 0.0]
=> [4583] [1.549984191401288E-5, 0.9999908979365648] == [1.0, 0.0]
=> [4584] [1.413393509241967E-5, 0.9999798924570604] == [1.0, 0.0]
=> [4585] [1.4423731593771194E-5, 0.9999834205261457] == [1.0, 0.0]
=> [4591] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4592] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4593] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4594] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4595] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4596] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4602] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4625] [1.6396840900156917E-5, 0.9999895503712598] == [1.0, 0.0]
=> [4626] [1.550489245882858E-5, 0.9999909125263906] == [1.0, 0.0]
=> [4628] [1.5663307542823635E-5, 0.9999906981297007] == [1.0, 0.0]
=> [4629] [1.5523571690490012E-5, 0.9999908842420966] == [1.0, 0.0]
=> [4647] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4648] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4649] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4650] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4651] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4658] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4659] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4660] [1.5504883704442474E-5, 0.999990912539664] == [1.0, 0.0]
=> [4661] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4670] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4671] [1.1409028024378376E-5, 0.9992497089871789] == [1.0, 0.0]
=> [4672] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4673] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4674] [1.5504883178363293E-5, 0.9999909125377838] == [1.0, 0.0]
=> [4675] [1.550488370039016E-5, 0.9999909125396964] == [1.0, 0.0]
=> [4676] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4677] [1.550310338810368E-5, 0.999990908655789] == [1.0, 0.0]
=> [4678] [1.5504883706551897E-5, 0.999990912539694] == [1.0, 0.0]
=> [4679] [1.5504882341366155E-5, 0.9999909125387542] == [1.0, 0.0]
=> [4681] [1.5503130160410272E-5, 0.999990908268835] == [1.0, 0.0]
=> [4692] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4693] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4694] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4695] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4696] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4708] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4709] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4710] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4711] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4712] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4725] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4726] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4727] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4728] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4729] [1.5504865839954807E-5, 0.9999909125007074] == [1.0, 0.0]
=> [4741] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4742] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4743] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4744] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4745] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4752] [1.5345286228818367E-5, 0.9999904866237175] == [1.0, 0.0]
=> [4753] [1.550288084856133E-5, 0.9999909087460538] == [1.0, 0.0]
=> [4754] [1.5469463502726377E-5, 0.9999908581696488] == [1.0, 0.0]
=> [4755] [7.906851441419338E-6, 0.9996481910926549] == [1.0, 0.0]
=> [4756] [1.5501943050333367E-5, 0.9999908995575764] == [1.0, 0.0]
=> [4758] [1.5504883717487594E-5, 0.9999909125397266] == [1.0, 0.0]
=> [4759] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4760] [1.5504883726202845E-5, 0.9999909125397053] == [1.0, 0.0]
=> [4761] [1.5504882636796502E-5, 0.9999909125328728] == [1.0, 0.0]
=> [4762] [1.550218462587072E-5, 0.9999909097469253] == [1.0, 0.0]
=> [4763] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4764] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4765] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4766] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4767] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4792] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4793] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4794] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4795] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4796] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4797] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4798] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4799] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4800] [1.550488371093728E-5, 0.9999909125397082] == [1.0, 0.0]
=> [4801] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4814] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4815] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4816] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4817] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4818] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4819] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4820] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4821] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4822] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4823] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4830] [1.55048835587257E-5, 0.9999909125395645] == [1.0, 0.0]
=> [4831] [1.5504883817907267E-5, 0.9999909125392532] == [1.0, 0.0]
=> [4832] [1.5503863797283746E-5, 0.999990908206389] == [1.0, 0.0]
=> [4833] [1.5282388245885237E-5, 0.9999902479490989] == [1.0, 0.0]
=> [4834] [1.5503292112140077E-5, 0.999990911034132] == [1.0, 0.0]
=> [4841] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4842] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4843] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4844] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4845] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4858] [3.304391946812868E-4, 0.007811106090984676] == [1.0, 0.0]
=> [4859] [1.550662339100395E-5, 0.999990908628785] == [1.0, 0.0]
=> [4860] [1.5493368624164283E-5, 0.9999908779181288] == [1.0, 0.0]
=> [4861] [1.5506781831042815E-5, 0.9999909043922386] == [1.0, 0.0]
=> [4862] [1.0747113933096131E-4, 0.6341500600001697] == [1.0, 0.0]
=> [4880] [1.5504882636852013E-5, 0.9999909125295122] == [1.0, 0.0]
=> [4883] [1.5517964970290787E-5, 0.9999908795378225] == [1.0, 0.0]
=> [4884] [1.5511846051863287E-5, 0.999990826273969] == [1.0, 0.0]
=> [4897] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4898] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4899] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4900] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4901] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4941] [5.63724995017445E-8, 0.552449740231909] == [1.0, 0.0]
=> [4946] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4952] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4953] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4954] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4955] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4956] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4957] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4968] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4979] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4985] [5.4702938778739E-6, 0.5846172261989115] == [1.0, 0.0]
=> [4986] [1.5504003016975076E-5, 0.9999909075643436] == [1.0, 0.0]
=> [4987] [1.550488371832026E-5, 0.9999909125397313] == [1.0, 0.0]
=> [4988] [1.6477473325227088E-5, 0.28322342523879895] == [1.0, 0.0]
=> [4989] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4990] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4996] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4997] [1.5433758212557436E-5, 0.9999907576006588] == [1.0, 0.0]
=> [4998] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [4999] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5000] [1.5429120964638443E-5, 0.9999908289592094] == [1.0, 0.0]
=> [5014] [1.549581183718507E-5, 0.9999909020036821] == [1.0, 0.0]
=> [5015] [1.5490828231934373E-5, 0.9999909066760169] == [1.0, 0.0]
=> [5016] [1.5492964582419777E-5, 0.9999908827947818] == [1.0, 0.0]
=> [5017] [8.610078746640326E-7, 0.9963683604345559] == [1.0, 0.0]
=> [5018] [9.002953463566055E-6, 0.9999839103075951] == [1.0, 0.0]
=> [5030] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5031] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5032] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5033] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5034] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5052] [1.550488367246805E-5, 0.9999909125392152] == [1.0, 0.0]
=> [5053] [1.5756744310813087E-5, 0.9999836322895124] == [1.0, 0.0]
=> [5054] [1.4436174245568978E-5, 0.9999847988521607] == [1.0, 0.0]
=> [5055] [1.55352870403469E-5, 0.9999908716018294] == [1.0, 0.0]
=> [5056] [1.549164730046959E-5, 0.999990652328909] == [1.0, 0.0]
=> [5069] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5070] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5071] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5072] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5073] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5074] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5075] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5076] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5077] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5078] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5130] [1.5497173114442653E-5, 0.9999908819901488] == [1.0, 0.0]
=> [5131] [1.5605245334282536E-5, 0.9999904522123964] == [1.0, 0.0]
=> [5132] [1.550407529971043E-5, 0.9999909061781418] == [1.0, 0.0]
=> [5133] [1.5334404337319363E-5, 0.9999900736899301] == [1.0, 0.0]
=> [5134] [1.516289908848334E-5, 0.9999904222736931] == [1.0, 0.0]
=> [5136] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5137] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5138] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5139] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
